CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,MonthsWithPurchases,Recency_score,Recency_range,Frequency_score,Frequency_range,Monetary_score,Monetary_range,Final_Score,Business_Category,CutoffDate
13487,57,3,69.9,2024-10-13 12:07:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13488,17,13,1028.05,2024-11-22 14:41:00,10,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13489,105,4,19.84,2024-08-26 13:16:00,3,3,"(96.0, 161.999)",3,"(3.0, 4.999)",1,"(-0.001, 55.879)",331,Ocasional,2024-12-10
13491,51,10,234.64,2024-10-19 08:32:00,7,4,"(40.0, 95.999)",5,"(8.0, 211.001)",4,"(211.35, 319.689)",454,Platino,2024-12-10
13494,312,1,25.72,2024-02-01 11:58:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13495,7,5,108.96000000000001,2024-12-02 11:21:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",542,Plata,2024-12-10
13496,10,2,88.24,2024-11-29 10:58:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",522,Plata,2024-12-10
13497,282,2,49.8,2024-03-02 09:04:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13499,17,5,73.43,2024-11-22 11:21:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",542,Plata,2024-12-10
13500,23,3,149.1,2024-11-16 15:35:00,2,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13502,16,3,32.07,2024-11-23 10:39:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",1,"(-0.001, 55.879)",531,Bronce,2024-12-10
13503,71,1,24.99,2024-09-29 13:23:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13504,64,1,57.03,2024-10-06 13:20:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",422,Bronce,2024-12-10
13506,317,2,61.49,2024-01-27 13:53:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",122,Bronce,2024-12-10
13507,3,4,346.87,2024-12-06 13:13:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",5,"(319.69, 18543.791)",535,Oro,2024-12-10
13508,243,1,47.620000000000005,2024-04-10 11:58:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13509,8,7,42.38,2024-12-01 10:10:00,6,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",1,"(-0.001, 55.879)",541,Bronce,2024-12-10
13510,1,4,149.47,2024-12-08 13:46:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13512,260,1,43.53,2024-03-24 10:03:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13513,126,1,25.95,2024-08-05 11:50:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13514,73,1,13.75,2024-09-27 09:39:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13515,72,4,77.56,2024-09-28 11:26:00,4,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13516,21,3,91.51,2024-11-18 13:15:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",532,Plata,2024-12-10
13517,59,3,210.70000000000002,2024-10-11 11:43:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",433,Plata,2024-12-10
13518,85,1,67.25,2024-09-15 10:29:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",422,Bronce,2024-12-10
13519,78,1,38.85,2024-09-22 18:24:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13521,1,3,340.22,2024-12-08 13:50:00,2,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",5,"(319.69, 18543.791)",535,Oro,2024-12-10
13522,30,1,16.35,2024-11-09 15:11:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13523,33,5,661.5,2024-11-06 15:11:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",545,Platino,2024-12-10
13524,40,5,80.72,2024-10-30 12:34:00,5,4,"(40.0, 95.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",442,Plata,2024-12-10
13525,14,2,19.66,2024-11-25 12:01:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13527,33,7,462.07,2024-11-06 12:04:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",545,Platino,2024-12-10
13529,78,2,49.63,2024-09-22 09:15:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13531,205,2,87.75999999999999,2024-05-18 16:56:00,2,2,"(162.0, 235.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",222,Bronce,2024-12-10
13532,33,1,60.38,2024-11-06 12:25:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",522,Plata,2024-12-10
13533,182,3,85.01,2024-06-10 11:54:00,2,2,"(162.0, 235.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",232,Ocasional,2024-12-10
13534,2,22,389.01,2024-12-07 14:52:00,12,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13536,1,7,444.41,2024-12-08 16:38:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",545,Platino,2024-12-10
13538,43,7,89.53,2024-10-27 16:34:00,7,4,"(40.0, 95.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",442,Plata,2024-12-10
13539,85,3,114.05,2024-09-15 10:18:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13544,39,2,119.81,2024-10-31 11:57:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",522,Plata,2024-12-10
13546,12,3,170.19,2024-11-27 14:50:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13548,96,2,237.46,2024-09-04 14:50:00,2,3,"(96.0, 161.999)",2,"(1.0, 2.999)",4,"(211.35, 319.689)",324,Plata,2024-12-10
13549,25,7,162.79,2024-11-14 09:20:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",3,"(123.98, 211.349)",543,Oro,2024-12-10
13551,320,1,18.7,2024-01-24 14:46:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13552,66,12,361.54,2024-10-04 15:19:00,7,4,"(40.0, 95.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",455,Platino,2024-12-10
13555,73,4,260.17,2024-09-27 12:36:00,2,4,"(40.0, 95.999)",3,"(3.0, 4.999)",4,"(211.35, 319.689)",434,Oro,2024-12-10
13557,28,2,42.32,2024-11-11 15:24:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13558,5,4,246.62,2024-12-04 11:24:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",4,"(211.35, 319.689)",534,Oro,2024-12-10
13560,7,1,48.96,2024-12-02 13:11:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Nuevo,2024-12-10
13561,215,1,47.57,2024-05-08 12:39:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13562,81,3,101.42,2024-09-19 10:51:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13563,84,2,375.92,2024-09-16 14:45:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",5,"(319.69, 18543.791)",425,Plata,2024-12-10
13564,144,3,789.3199999999999,2024-07-18 14:33:00,2,3,"(96.0, 161.999)",3,"(3.0, 4.999)",5,"(319.69, 18543.791)",335,Plata,2024-12-10
13565,19,2,50.15,2024-11-20 14:33:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13566,40,2,180.14000000000001,2024-10-30 11:59:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",423,Plata,2024-12-10
13568,173,1,83.8,2024-06-19 14:42:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",222,Bronce,2024-12-10
13569,17,2,165.02,2024-11-22 13:07:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",523,Plata,2024-12-10
13570,243,1,47.910000000000004,2024-04-10 13:36:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13571,12,12,393.07,2024-11-27 10:47:00,9,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13572,205,1,92.93,2024-05-18 11:59:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",222,Bronce,2024-12-10
13573,50,2,78.38,2024-10-20 14:33:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",422,Bronce,2024-12-10
13575,23,5,76.61,2024-11-16 13:14:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",542,Plata,2024-12-10
13576,10,18,369.9,2024-11-29 15:34:00,12,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13577,25,4,115.5,2024-11-14 15:19:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",532,Plata,2024-12-10
13579,14,2,95.89,2024-11-25 08:41:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",522,Plata,2024-12-10
13581,310,1,41.85,2024-02-03 14:41:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13583,155,1,74.17,2024-07-07 10:40:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",322,Bronce,2024-12-10
13584,307,1,70.05,2024-02-06 12:49:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",122,Bronce,2024-12-10
13587,63,1,44.84,2024-10-07 12:31:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13588,15,9,170.0,2024-11-24 10:42:00,6,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",3,"(123.98, 211.349)",553,Oro,2024-12-10
13589,14,2,130.68,2024-11-25 12:10:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",523,Plata,2024-12-10
13590,11,6,98.24,2024-11-28 12:54:00,6,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",542,Plata,2024-12-10
13591,64,3,144.65,2024-10-06 12:26:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",433,Plata,2024-12-10
13592,35,4,100.16,2024-11-04 09:49:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",532,Plata,2024-12-10
13593,108,5,373.41,2024-08-23 13:35:00,4,3,"(96.0, 161.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",345,Oro,2024-12-10
13594,52,1,27.19,2024-10-18 10:19:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13596,5,2,153.47,2024-12-04 12:01:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",523,Plata,2024-12-10
13598,47,1,78.81,2024-10-23 14:28:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",422,Bronce,2024-12-10
13599,1,19,507.78000000000003,2024-12-08 16:10:00,9,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13600,313,1,49.43,2024-01-31 15:27:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13601,45,2,136.46,2024-10-25 17:31:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",423,Plata,2024-12-10
13602,64,1,36.67,2024-10-06 11:47:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13603,26,1,42.42,2024-11-13 15:57:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13606,29,3,72.32,2024-11-10 17:46:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",532,Plata,2024-12-10
13607,40,1,191.92000000000002,2024-10-30 16:17:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",423,Plata,2024-12-10
13610,12,7,406.09000000000003,2024-11-27 15:38:00,7,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",545,Platino,2024-12-10
13611,89,3,123.95,2024-09-11 14:51:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13614,24,4,484.54,2024-11-15 14:47:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",5,"(319.69, 18543.791)",535,Oro,2024-12-10
13615,319,1,47.06,2024-01-25 08:21:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13617,40,3,114.8,2024-10-30 13:50:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13618,173,1,11.81,2024-06-19 11:09:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13621,116,1,12.5,2024-08-15 08:26:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13623,30,5,209.54,2024-11-09 12:00:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",3,"(123.98, 211.349)",543,Oro,2024-12-10
13626,252,1,33.14,2024-04-01 10:05:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13627,59,5,240.6,2024-10-11 14:20:00,5,4,"(40.0, 95.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",444,Oro,2024-12-10
13629,23,11,84.81,2024-11-16 13:21:00,9,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",2,"(55.879999999999995, 123.979)",552,Plata,2024-12-10
13630,5,7,117.57000000000001,2024-12-04 15:16:00,6,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",2,"(55.879999999999995, 123.979)",542,Plata,2024-12-10
13631,99,11,67.77,2024-09-01 09:57:00,5,3,"(96.0, 161.999)",5,"(8.0, 211.001)",2,"(55.879999999999995, 123.979)",352,Bronce,2024-12-10
13632,24,5,282.04,2024-11-15 10:51:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",544,Platino,2024-12-10
13634,33,5,457.76,2024-11-06 13:40:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",5,"(319.69, 18543.791)",545,Platino,2024-12-10
13635,67,1,88.26,2024-10-03 10:55:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",422,Bronce,2024-12-10
13636,36,5,216.49,2024-11-03 10:30:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",544,Platino,2024-12-10
13637,52,3,186.57,2024-10-18 13:32:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",433,Plata,2024-12-10
13638,15,1,19.8,2024-11-24 10:38:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13639,74,1,43.07,2024-09-26 13:36:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13642,215,1,139.29,2024-05-08 12:34:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",223,Ocasional,2024-12-10
13643,31,3,44.980000000000004,2024-11-08 15:37:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",1,"(-0.001, 55.879)",531,Bronce,2024-12-10
13644,16,4,248.54,2024-11-23 14:07:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",4,"(211.35, 319.689)",534,Oro,2024-12-10
13645,120,1,16.849999999999998,2024-08-11 16:11:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13647,9,4,164.22,2024-11-30 12:00:00,4,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13649,256,2,64.55,2024-03-28 11:51:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",122,Bronce,2024-12-10
13650,16,5,221.2,2024-11-23 12:22:00,5,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",544,Platino,2024-12-10
13651,35,2,34.9,2024-11-04 14:59:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13652,45,3,123.42,2024-10-25 08:51:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13654,43,6,266.49,2024-10-27 16:24:00,5,4,"(40.0, 95.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",444,Oro,2024-12-10
13655,114,2,114.75,2024-08-17 14:25:00,2,3,"(96.0, 161.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",322,Bronce,2024-12-10
13656,164,2,59.339999999999996,2024-06-28 10:31:00,2,2,"(162.0, 235.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",222,Bronce,2024-12-10
13657,10,2,39.49,2024-11-29 12:32:00,2,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13658,9,5,237.21,2024-11-30 10:13:00,3,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",4,"(211.35, 319.689)",544,Platino,2024-12-10
13659,205,2,338.94,2024-05-18 12:37:00,2,2,"(162.0, 235.999)",2,"(1.0, 2.999)",5,"(319.69, 18543.791)",225,Bronce,2024-12-10
13662,85,3,103.78,2024-09-15 12:04:00,3,4,"(40.0, 95.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",432,Bronce,2024-12-10
13663,179,1,24.65,2024-06-13 15:44:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13666,60,3,34.300000000000004,2024-10-10 15:39:00,2,4,"(40.0, 95.999)",3,"(3.0, 4.999)",1,"(-0.001, 55.879)",431,Bronce,2024-12-10
13667,149,1,104.24,2024-07-13 15:42:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",322,Bronce,2024-12-10
13668,2,21,1018.73,2024-12-07 12:11:00,12,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13669,50,2,19.31,2024-10-20 09:32:00,2,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13670,75,1,41.04,2024-09-25 15:25:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13672,302,2,26.78,2024-02-11 13:53:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13673,18,2,136.18,2024-11-21 12:11:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",523,Plata,2024-12-10
13675,151,2,30.23,2024-07-11 12:57:00,2,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13678,151,1,2.96,2024-07-11 10:14:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13680,1,4,278.4,2024-12-08 13:47:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",4,"(211.35, 319.689)",534,Oro,2024-12-10
13681,17,4,145.81,2024-11-22 11:13:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13682,187,1,17.0,2024-06-05 14:06:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13684,286,1,23.14,2024-02-27 10:13:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13685,2,7,13.22,2024-12-07 11:41:00,2,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",1,"(-0.001, 55.879)",541,Bronce,2024-12-10
13686,182,1,2.95,2024-06-10 09:10:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13689,63,1,3.04,2024-10-07 13:21:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13690,59,1,53.75,2024-10-11 15:03:00,1,4,"(40.0, 95.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",421,Ocasional,2024-12-10
13692,24,3,120.87,2024-11-15 11:17:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",532,Plata,2024-12-10
13694,3,50,659.05,2024-12-06 09:32:00,13,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13695,31,15,208.13,2024-11-08 14:26:00,9,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",3,"(123.98, 211.349)",553,Oro,2024-12-10
13697,38,1,9.52,2024-11-01 09:14:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13699,155,1,21.740000000000002,2024-07-07 16:51:00,1,3,"(96.0, 161.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",321,Ocasional,2024-12-10
13700,26,10,206.17000000000002,2024-11-13 13:00:00,7,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",3,"(123.98, 211.349)",553,Oro,2024-12-10
13703,319,1,9.95,2024-01-25 13:10:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13704,5,9,327.27,2024-12-04 15:13:00,4,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13705,7,3,203.04,2024-12-02 12:32:00,3,5,"(-0.001, 39.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",533,Plata,2024-12-10
13706,303,1,39.19,2024-02-10 09:21:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13707,267,2,142.34,2024-03-17 18:03:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",3,"(123.98, 211.349)",123,Abandonador,2024-12-10
13708,271,1,65.51,2024-03-13 13:46:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",122,Bronce,2024-12-10
13709,3,13,714.62,2024-12-06 10:28:00,6,5,"(-0.001, 39.999)",5,"(8.0, 211.001)",5,"(319.69, 18543.791)",555,Platino,2024-12-10
13710,31,1,6.43,2024-11-08 08:16:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",521,Bronce,2024-12-10
13711,218,2,42.77,2024-05-05 10:31:00,1,2,"(162.0, 235.999)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",221,Ocasional,2024-12-10
13712,246,1,9.85,2024-04-07 12:33:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13715,281,5,158.85,2024-03-03 19:21:00,3,1,"(236.0, 374.001)",4,"(5.0, 7.999)",3,"(123.98, 211.349)",143,Abandonador,2024-12-10
13716,269,1,21.4,2024-03-15 13:49:00,1,1,"(236.0, 374.001)",2,"(1.0, 2.999)",1,"(-0.001, 55.879)",121,Abandonador,2024-12-10
13717,32,6,156.03,2024-11-07 14:13:00,6,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",3,"(123.98, 211.349)",543,Oro,2024-12-10
13718,246,2,61.35,2024-04-07 13:24:00,2,1,"(236.0, 374.001)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",122,Bronce,2024-12-10
13719,15,5,161.27,2024-11-24 15:26:00,4,5,"(-0.001, 39.999)",4,"(5.0, 7.999)",3,"(123.98, 211.349)",543,Oro,2024-12-10
13720,116,4,103.05,2024-08-15 12:46:00,4,3,"(96.0, 161.999)",3,"(3.0, 4.999)",2,"(55.879999999999995, 123.979)",332,Ocasional,2024-12-10
13721,36,1,69.43,2024-11-03 14:05:00,1,5,"(-0.001, 39.999)",2,"(1.0, 2.999)",2,"(55.879999999999995, 123.979)",522,Plata,2024-12-10
13722,131,3,146.63,2024-07-31 12:44:00,2,3,"(96.0, 161.999)",3,"(3.0, 4.999)",3,"(123.98, 211.349)",333,Bronce,2024-12-10
